,Serie,Titulo,Temporada,Número,Clasificacion,Sinopsis,Genero
606,Sr. Mercedes,Sr. Mercedes: La Hora Del Suicidio,Temporada 1,5,SAM16,La cacería entre Hodges y Brady aumenta. Hodges tiene una conversación desconcertante con la mamá de Janey. El alcoholismo de Deborah casi ocasiona un accidente.,"Crimen, Suspenso"
607,Sr. Mercedes,Sr. Mercedes: Gente Bajo La Lluvia,Temporada 1,6,SAM16,"Hodges lucha con el pasado pues concierne a su hija. Deb intenta mejorar pero Brady interfiere. Robi continúa presionando a Brady para impresionar a sus jefes. Hodges contacta a la sobrina de Janey, Holly.","Crimen, Suspenso"
608,Sr. Mercedes,Sr. Mercedes: Lago Willow,Temporada 1,7,SAM16,"La conexión entre Hodges y Janey se profundiza mientras este la ayuda a travesar un momento difícil. Hodges aún necesita de la ayuda de Jerome, así que lo incluye a él y a Holly nuevamente en la investigación. Deborah confronta a Brady.","Crimen, Suspenso"
609,Sr. Mercedes,Sr. Mercedes: De Las Cenizas,Temporada 1,8,SAM16,Brady comete un error que lo pone en el centro de una crisis. Holly y Jerome realizan un descubrimiento crucial. Hodges visita a su hija tras ser sacudido por una tragedia.,"Crimen, Suspenso"
610,Sr. Mercedes,"Sr. Mercedes: Gritos, Gritos y Más Gritos",Temporada 1,9,SAM16,"Jerome y Holly le cuentan a Hodges sus preocupaciones sobre el asesino Mercedes. Las tensiones aumentan entre Brady y Robi. Surgen algunas informaciones sobre la investigación, y Hodges, Pete e Izzy se acercan del sospechoso.","Crimen, Suspenso"
611,Sr. Mercedes,Sr. Mercedes: Cara A Cara,Temporada 1,10,SAM16,"Las sospechas sobre Brady se confirman. Mientras que la policía se prepara para otra masacre, Hodges teme por la seguridad de sus seres queridos.","Crimen, Suspenso"
612,Sr. Mercedes,Sr. Mercedes: Te Extrañamos,Temporada 2,1,SAM16,"Basada en la trilogía de Stephen King. Con Brady hospitalizado, Hodges y Holly abren la agencia de investigación Finders Keepers. Brady está bajo el cuidado del Dr. Babineau, un ambicioso neurocirujano, y de su esposa, Cora.","Crimen, Suspenso"
613,Sr. Mercedes,Sr. Mercedes: A Correr,Temporada 2,2,SAM16,"Hodges lucha con sus casos en Finders Keepers, entrando en conflicto con Holly. Sadie siente un cambio en el estado de salud de Brady e informa al Dr. Babineau. Jerome llega de Harvard para pasar el verano.","Crimen, Suspenso"
614,Sr. Mercedes,Sr. Mercedes: Ya Puedes Irte A Casa,Temporada 2,3,SAM16,Brady recibe una visita del pasado. Hodges siente crecer la frustración de Holly y la incluye en su investigación no oficial. Cora sigue presionando a Babineau.,"Crimen, Suspenso"
615,Sr. Mercedes,Sr. Mercedes: Placa Madre,Temporada 2,4,SAM16,Hodges está inquieto por la muerte inesperada de un trabajador del hospital. Jerome ofrece su ayuda en la búsqueda de Hodges por la verdad. Brady trabaja para dominar las limitaciones de su nueva habilidad. Lou se enfrenta a más contratiempos.,"Crimen, Suspenso"
616,Sr. Mercedes,Sr. Mercedes: Ándale,Temporada 2,5,SAM16,"Ansioso por procesar a Brady, Montez presiona a Babineau. Holly se siente traicionada cuando la intromisión de Hodges amenaza el futuro de Finders Keepers. Montez busca la ayuda de Hodges cuando la violencia golpea cerca de casa.","Crimen, Suspenso"
617,Sr. Mercedes,Sr. Mercedes: Proximidad,Temporada 2,6,SAM16,Una visita de Lou provoca una respuesta sin precedentes de parte de Brady y Babineau lo empuja a hablar. Holly comienza a convencerse sobre la idea que Hodges tiene de Brady. Hodges contacta a Babineau y a Cora.,"Crimen, Suspenso"
618,Sr. Mercedes,Sr. Mercedes: Caí En Días Negros,Temporada 2,7,SAM16,"Hodges y Donna miran hacia un nuevo futuro. Jerome contempla su lugar en el mundo. Bajo la presión de Cora y Vitalta, Babineau opera a Brady. Montez y Hodges intentan transferir a Brady fuera del Mercy General.","Crimen, Suspenso"
619,Sr. Mercedes,Sr. Mercedes: Nadie Pone A Brady En Un Crestmore,Temporada 2,8,SAM16,"Luego de que Hodges sufriera un ataque, Ida, Holly y Jerome se reúnen para apoyarlo. Como el apoyo a los métodos de tratamiento de Babineau reduce, este consulta a Montez.","Crimen, Suspenso"
620,Sr. Mercedes,Sr. Mercedes: Camina Como Un Hombre,Temporada 2,9,SAM16,"Babineau divulga los detalles del tratamiento de Brady, confirmando los peores temores de Hodges. La noticia sobre Brady se difunde, Hodges enfrenta un intenso escrutinio, Babineau y Cora se encuentran en peligro.","Crimen, Suspenso"
621,Sr. Mercedes,Sr. Mercedes: Fundido En Azul,Temporada 2,10,SAM16,"Mientras que la comunidad se impresiona con la nueva noticia sobre Brady, el futuro del asesino queda en manos de unos cuantos sobrevivientes suyos.","Crimen, Suspenso"
622,Sr. Mercedes,Sr. Mercedes: Cría Cuervos,Temporada 3,1,SAM16,El asesinato del emblemático autor local John Rothstein devasta a Hodges. Lou será juzgado por matar a Brady Hartsfield. El adolescente Peter Saubers hace un descubrimiento arrollador.,"Crimen, Suspenso"
623,Sr. Mercedes,Sr. Mercedes: Locura,Temporada 3,2,SAM16,"Hodges y Montez desarrollan una teoría sobre el crimen de Rothstein. Los padres de Peter comienzan a sospechar de su comportamiento. Finkelstein navega por las complejidades del inminente juicio de Lou. Morris se alía con Alma Lane, y juntos planean recuperar su botín.","Crimen, Suspenso"
624,Sr. Mercedes,Sr. Mercedes: Amor Perdido,Temporada 3,3,SAM16,Holly visita a Lou antes de su evaluación psiquiátrica. Jerome accede a los documentos de Rothstein y descubre una inesperada conexión con Ida. Hodges y Montez investigan la muerte de Stan McNair. Morris y Alma son atrapados en el acto.,"Crimen, Suspenso"
625,Sr. Mercedes,Sr. Mercedes: Prueba Y Error,Temporada 3,4,SAM16,"Alma y Morris dirigen localizan a un suspechoso. Jerome continúa avanzando en el caso Rothstein. Hodges comparte su culpa sobre la situación de Lou con Ida. El juicio de Lou oficialmente comienza, y ella tiene algunas sugerencias para Finkelstein.","Crimen, Suspenso"
626,Sr. Mercedes,Sr. Mercedes: Grandes Bolas de Fuego,Temporada 3,5,SAM16,"Morris no entiende la desaparición de Danielle. Ida nota el creciente aprecio de Pete por la obra de Rothstein. Alma se acerca a Marjorie Saubers. Durante el juicio de Lou, Pace llama a Hodges y Montez al estrado. Holly y Finkelstein se acercan cada vez más.","Crimen, Suspenso"
627,Sr. Mercedes,Sr. Mercedes: De Mal en Peor,Temporada 3,6,SAM16,"Alma le da un susto a Pete y le instruye a Morris hacer lo mismo. Pete vuelve a visitar la librería local. Hodges y Jerome temen por Holly, que debe tomar el estrado. Finkelstein le dice a Lou que debe silenciar a Brady. Holly y Lou dan un poderoso testimonio.","Crimen, Suspenso"
628,Sr. Mercedes,Sr. Mercedes: El Fin del Principio,Temporada 3,7,SAM16,"Jerome descubre una conexión entre Alma y Rothstein. Después intento fallido de Morris, Alma visita la librería Second Story. Hodges visita a la familia Saubers y confirma sus peores temores sobre Pete. Lou descubre su destino.","Crimen, Suspenso"
629,Sr. Mercedes,Sr. Mercedes: Mami se Muere,Temporada 3,8,SAM16,"Holly acepta un inquilino cuestionable. Tras recibir una visita inesperada, Ida busca consejo de Hodges. Alma y Morries determinan que necesitan mayor influencia.","Crimen, Suspenso"
630,Sr. Mercedes,Sr. Mercedes: Tiempos de Crisis,Temporada 3,9,SAM16,Hodges y Jerome tienen un gran avance en el caso Rothstein. Holly recibe una extraña herencia. Morris hace un descubrimiento aterrador.,"Crimen, Suspenso"
631,Sr. Mercedes,Sr. Mercedes: Hombre en llamas,Temporada 3,10,SAM16,Hodges recibe un llamado inesperado. Pete tiene un plan. Morris comienza a sentir el calor.,"Crimen, Suspenso"
632,Sweetbitter,Sweetbitter: Salado,Temporada 1,1,SAM16,"Tess se muda a la ciudad de Nueva York, y obtiene un empleo en uno de los mejores restaurantes de la ciudad. En su primer día, ella trata de mantener el ritmo acelerado, mientras observa a sus compañeros de trabajo.","Drama, Literaria"
633,Sweetbitter,Sweetbitter: Ahora tu lengua tiene codigos,Temporada 1,2,SAM16,"Tess se entera del intercambio de bebidas entre el equipo cuando ha terminado el turno, y queda cautivada por Simone. Cuando Sasha la recluta para buscar a su desaparecida esposa, Tess se da cuenta a dónde van todos después del trabajo.","Drama, Literaria"
634,Sweetbitter,Sweetbitter: Todos están limpios,Temporada 1,3,SAM16,"Tess tiene problemas con el servicio de tres tiempos, lo que la conducirá a un encuentro romántico. Después de encontrarse con una alumna del restaurant, Serena, Simone le advierte que no se impresione con todo lo que ve.","Drama, Literaria"
635,Sweetbitter,Sweetbitter: De Simone,Temporada 1,4,SAM16,"En su día, libre, Tess explora los alrededores y tiene una inquietante reunión casual. Tess visita a Simone en su casa, pero su salida abrupta de la casa de Simone deja a Tess sintiéndose más solitaria que nunca.","Drama, Literaria"
636,Sweetbitter,Sweetbitter: Noche Extraña,Temporada 1,5,SAM16,"Después de una caótica y estresante noche en el restaurante, Tess y Sasha emprenden una noche de drogas, baile y aventuras para relajarse… pero la noche toma un giro inesperado y preligroso.","Drama, Literaria"
637,Sweetbitter,Sweetbitter: Es mío,Temporada 1,6,SAM16,"Tess enfenta el día de su examen final en el restaurante, pero todos los eventos del día la llenan de revelaciones sobre sus compañeros de trabajo, una lesión que sufrió, y un error que pudo haber arruinado sus posibilidades de ser contratada.","Drama, Literaria"
638,Sweetbitter,Sweetbitter: El especial de cerdo,Temporada 2,1,SAM16,Howard lleva a su personal para aprender de dónde vienen sus alimentos. Tess recibe información que la hace preguntarse en quién puede confiar.,"Drama, Literaria"
639,Sweetbitter,Sweetbitter: Equifax y Experian,Temporada 2,2,SAM16,"El pésimo historial crediticio de Tess revela algo sobre su pasado, y los amigos tratan de ayudar. Sasha es acusada por la desaparición de los nuevos tenis de Santos.","Drama, Literaria"
640,Sweetbitter,Sweetbitter: El último de la temporada,Temporada 2,3,SAM16,"Maddie Glover, chef principal del restaurante, vuelve para una inesperada degustación de menú. Tess se engancha con un apuesto comensal. Will recibe una oferta sorpresa.","Drama, Literaria"
641,Sweetbitter,Sweetbitter: Sec o Demi-Sec,Temporada 2,4,SAM16,Tess tiene un preocupante encuentro sexual con Omar. Sasha recibe terribles noticias de casa. Una mesa le hace un comentario racista a Heather.,"Drama, Literaria"
642,Sweetbitter,Sweetbitter: Entropía,Temporada 2,5,SAM16,Hay una represalia cuando Howard decide reestructurar el sistema de propinas del restaurante. Tess conoce más a Simone y se acerca a Jake.,"Drama, Literaria"
643,Sweetbitter,Sweetbitter: Trufas y Champagne,Temporada 2,6,SAM16,El ex marido de Simone aparece en el restaurante desempolvando viejos sentimientos. Tess intenta averiguar qué es lo que quiere y a quién.,"Drama, Literaria"
644,Sweetbitter,Sweetbitter: Dulcecito,Temporada 2,7,SAM16,"Tess y Jake llevan su relación al siguiente nivel, ocasionando tensiones con Simone. Ari se siente abandonada. Will usa su poder con propósitos cuestionables.","Drama, Literaria"
645,Sweetbitter,Sweetbitter: El gato de abarrotería,Temporada 2,8,SAM16,Tess se entera de la verdad sobre el pasado de Jake y Simone. Elabora un plan para conseguir todo lo que desea en el restaurante.,"Drama, Literaria"
646,The Girlfriend Experience,The Girlfriend Experience: Christine: Entrada,Temporada 1,1,SAM16,"La estudiante de leyes Christine Reade se coloca en un interinato dentro de una prestigiosa firma de Chicago, pero cuando una compañera le presenta el mundo de las relaciones transaccionales, su enfoque empieza a cambiar.",Drama
647,The Girlfriend Experience,The Girlfriend Experience: Christine: Una amiga,Temporada 1,2,SAM16,"Christine comienza a vivir una doble vida, trabajando como “amiga”, mientras consolida su carrera de leyes.",Drama
648,The Girlfriend Experience,The Girlfriend Experience: Christine: Retención,Temporada 1,3,SAM16,"Christine se preocupa por el nivel de control de Jacqueline y la confronta. Mientras tanto, David se apoya en Erin, en un intento por retener a uno de los clientes más importantes de la firma.",Drama
649,The Girlfriend Experience,The Girlfriend Experience: Christine: Cruzando la línea,Temporada 1,4,SAM16,"Christine sortea las exigencias de su interinato, sus estudios y la creciente lista de clientes íntimos. Christine percibe la tensión y los conflictos que hay entre los socios  de la firma en la fiesta anual de David.",Drama
650,The Girlfriend Experience,The Girlfriend Experience: Christine: Seguro,Temporada 1,5,SAM16,La identidad secreta de Christine queda amenazada por la muerte de un cliente.,Drama
651,The Girlfriend Experience,The Girlfriend Experience: Christine: Límites,Temporada 1,6,SAM16,"Christine y un Nuevo cliente se vuelven cada vez más íntimos y empiezan a cruzar el límite de proveedor/cliente. Mientras tanto, en la compañía, David es confirmado como socio administrador.",Drama
652,The Girlfriend Experience,The Girlfriend Experience: Christine: Acceso,Temporada 1,7,SAM16,"Christine toma precauciones contra cualquier futura intrusión de Jack, pero pronto es confrontada con otro problema proveniente de una Fuente inesperada.",Drama
653,The Girlfriend Experience,The Girlfriend Experience: Christine: Provocación,Temporada 1,8,SAM16,"Con la intención de vengarse, Christine inicia un ataque dentro de la firma.",Drama
654,The Girlfriend Experience,The Girlfriend Experience: Christine: Cegada,Temporada 1,9,SAM16,El mundo de Christine se colapsa y ella se ve obligada a encontrar una forma de salir bien librada.,Drama
655,The Girlfriend Experience,The Girlfriend Experience: Christine: Disponible,Temporada 1,10,SAM16,"Tras la humillante experiencia en la firma, Christine aprovecha su carrera como proveedora de “amistad”.",Drama
656,The Girlfriend Experience,The Girlfriend Experience: Christine: Fabricación,Temporada 1,11,SAM16,"Christine contrataca en un intento por lograr un acuerdo con la firma, mientras explora más formas anónimas de servir a sus clientes íntimos.",Drama
657,The Girlfriend Experience,The Girlfriend Experience: Christine: Hogar,Temporada 1,12,SAM16,Christine viaja a casa para la fiesta del trigésimo aniversario de bodas de sus padres. Están relativamente contentos de verla.,Drama
658,The Girlfriend Experience,The Girlfriend Experience: Christine: Separación,Temporada 1,13,SAM16,Christine logra un control total.,Drama
659,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: Influencia,Temporada 2,1,SAM16,"Erica Myles, Directora de finanzas en Derecho de Acción,  del Comité de Acción Política, consigue la ayuda de una acompañante, Anna Garner, en un intento por obtener acceso a una oscura y secreta red de donación de dinero.",Drama
660,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: La Lista,Temporada 2,2,SAM16,"Anna entrega evidencia incriminatoria contra Novak, mientras que su relación con Erica se vuelve personal. Erica es contactada por un poderoso financiero.",Drama
661,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: La Solicitación,Temporada 2,3,SAM16,Erica consigue a su mayor donador mientras que la relación entre Anna y Erica se intensifica.,Drama
662,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: Donantes,Temporada 2,4,SAM16,Erica recibe una llamada sospechosa del representante de un potencial donador reservado. Anna se somete a los deseos sexuales de Erica y toma una insospechada decisión para solidificar su relación personal.,Drama
663,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: Familia,Temporada 2,5,SAM16,"Anna sorprende a Erica con ciertas noticias, y Erica empieza a sentir cómo la presión aumenta en su trabajo.",Drama
664,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: Los Ciudadanos Primero,Temporada 2,6,SAM16,"Tras el rechazo de Erica, Anna busca respuestas, mientras que la vida de Erica gira inesperadamente, con consecuencias potencialmente devastadoras.",Drama
665,The Girlfriend Experience,The Girlfriend Experience: Erica & Anna: Caída Libre,Temporada 2,7,SAM16,"Conforme emerge el conocimiento de la ilegalidad de la donación de Koscienly, Erica lucha por descubrir el grado de su exposición mientras Novak filtra información al FBI. Por otro lado, Anna se deshace completamente de Erica, y se establece de nuevo en su vida profesional, como la mejor de su ramo.",Drama
666,The Girlfriend Experience,The Girlfriend Experience: Bria: Admitiendo,Temporada 2,8,SAM16,"Bria Jones, una ex acompañante, entra a Testigo Protegido para escapar de una relación de abusos. Cuando es reubicada en un pequeño poblado en Nuevo México, descubre que el mundo que había dejado le cierra el ojo de nuevo.",Drama
667,The Girlfriend Experience,The Girlfriend Experience: Bria: El cascarón,Temporada 2,9,SAM16,"A pesar de las órdenes de mantener un perfil bajo, Bria conoce a un nuevo cliente, Paul, quien la invita a su lugar de trabajo. Las sospechas de Ian de que Bria ha vuelto a su antiguo estilo de vida como acompañante ocasionan que rompa el protocolo, colocándose junto con Bria y Kayla, en una posición muy inestable.",Drama
668,The Girlfriend Experience,The Girlfriend Experience: Bria: Negociación,Temporada 2,10,SAM16,"Bria amplía los límites de la ""Experiencia"" al llevar a Kayla a una cita con Paul. Paul se rehúsa a tener sexo con Bria y ella se descubre expandiendo su base de clientes para poder cumplir sus necesidades. Mientras tanto, Ian continúa investigando la verdad a medida que se acerca la fecha del juicio.",Drama
669,The Girlfriend Experience,The Girlfriend Experience: Bria: Inventario moral,Temporada 2,11,SAM16,"Desesperado por ganarle a Bria, Ian instala micrófonos en su apartamento y empieza a seguirla mientras ella frecuenta clientes. A Bria le informan que Donald ya no se encuentra en custodia policial; Ian promete protegerla porque ella teme por su seguridad.",Drama
670,The Girlfriend Experience,The Girlfriend Experience: Bria: Viviendo como un tornado,Temporada 2,12,SAM16,"Bria le revela todo a Paul con la esperanza de conseguir su protección. Cuando Paul la rechaza, Bria comienza a fabricar un plan para hallar refugio por otros medios. Mientras tanto, Kayla falta al colegio para encontrarse con su nuevo novio, solo para terminar en una situación de choque, debido al nuevo plan de Bria.",Drama
671,The Girlfriend Experience,The Girlfriend Experience: Bria: Haciendo reparaciones,Temporada 2,13,SAM16,"Con Ian inestable y fuera de control, Bria es obligada a preparar su día en la corte. Esposada y vendada en dirección al tribunal, Bria recuerda su traumático pasado criminal con Donald mientras se prepara a enfrentarlo cara a cara.",Drama
672,The Girlfriend Experience,The Girlfriend Experience: Bria: La recaída,Temporada 2,14,SAM16,"Perseguida tanto por la ley como por Donald, Bria es obligada a defenderse sola. Manipula a uno de sus clientes, Stuart, para poder adoptar una posición concluyente frente a sus enemigos.",Drama
673,The Girlfriend Experience,The Girlfriend Experience: Espejos,Temporada 3,1,SAM16,"Iris se muda a Londres para un reinicio total. Dejando atrás a su familia y una especialidad en una prestigiosa universidad a medio camino, comienza una doble vida, trabajando como neuro investigadora en una exclusiva empresa de tecnología, NGM, mientras tiene encuentros con clientes como  girlfriend experience por las noches.",Drama
674,The Girlfriend Experience,The Girlfriend Experience: Todo el mundo tiene un precio,Temporada 3,2,SAM16,"Iris y su colega Hiram comienzan a trabajar en un proyecto de IA que estudia las emociones humanas. Mientras tanto, nuevos clientes son presentados por The V, una agencia de acompañantes de alto nivel, lo que proporciona a Iris muchos intrigantes datos de comportamiento.",Drama
675,The Girlfriend Experience,The Girlfriend Experience: Ultra falso,Temporada 3,3,SAM16,"Iris, bajo la identidad de ""Cassie"" mejora simulando la perfecta girlfriend experience para sus clientes. Simultáneamente en NGM, Iris y sus colegas comienzan a entrenar el modelo de IA con nuevos escenarios simulados. Más de una línea se entrecruza en el proceso y los dos mundos de Iris comienzan a colisionar.",Drama
676,The Girlfriend Experience,The Girlfriend Experience: Aleatorio,Temporada 3,4,SAM16,"Las relaciones de Iris con los cientes parecen más extrañas, y una noticia de Tawny no era lo que Iris esperaba. La enfermedad de su padre afecta a Iris de manera innegable. Los esfuerzos para escapar de esta nueva realidad deja a Iris sintiéndose progresivamente expuesta.",Drama
677,The Girlfriend Experience,The Girlfriend Experience: Cambio de control,Temporada 3,5,SAM16,"Iris no puede mantener más sus dos mundos separados, lo que trae consecuencias indeseadas. Su jefe en NGM, Christophe, apresura a Iris a ver su trabajo de IA bajo una luz diferente. La red neuronal aún tiene un largo camino por recorrer. Iris se da cuenta que está en una posición de poder, mientras simultáneamente ha perdido todo control.",Drama
678,The Girlfriend Experience,The Girlfriend Experience: El abrazo,Temporada 3,6,SAM16,"Ganando tiempo, Iris escapa del desorden que ha dejado su doble vida y se toma algún tiempo fuera. Georges, un antiguo cliente, introduce a Iris a su mundo. Y así Rupert,  lleva a Iris a un evento donde la sexualidad y la tecnología se mezclan. La realidad, como siempre, tiene una forma de actualizarse.",Drama
679,The Girlfriend Experience,The Girlfriend Experience: La caja negra,Temporada 3,7,SAM16,"Cassie ha vuelto con la venganza, llevando su trabajo al siguiente nivel. El secreto de Iris alrededor del proyecto experimental hace mella en su relación con Hiram y su colaboración en torno a Emcee. Las personas en la vida de Iris también han estado guardando cosas de ella.",Drama
680,The Girlfriend Experience,The Girlfriend Experience: Un conjunto de mentiras acordadas,Temporada 3,8,SAM16,"Al tener a su familia cerca,  Iris tiene  sentimientos complicados. Tawny se siente mal debido al desarrollo de las cosas por The V. Las interacciones de Iris con los sujetos de prueba se vuelven más y más técnicas. Con miedo a enfrentar su propia verdad, Iris se da cuenta que necesita hacer un cambio en el trabajo de IA.",Drama
681,The Girlfriend Experience,The Girlfriend Experience: Estado mental,Temporada 3,9,SAM16,"Al perder todo sentido de la perspectiva, Iris confía en Christophe. Él a su vez abre parte de su mundo, esperando que ella vea las grandes posibilidades. Iris conoce poco de eso. El encuentro la deja conmovida hasta lo más profundo.",Drama
682,The Girlfriend Experience,The Girlfriend Experience: Integración,Temporada 3,10,SAM16,"Luchando para sobreponerse de la traición, Iris está dispuesta a dar un salto radical una vez más. Iris necesita confrontar a una persona más antes de hacer una decisión fatídica. Emcee...",Drama
683,The Girlfriend Experience,The Girlfriend Experience: Tráiler oficial,Temporada 3,11,SAM16,"La tercera entrega de The Girlfriend Experience se ubica en medio de la escena tecnológica de Londres y se enfoca en Iris, una especialista en neurociencia que comienza a explorar el mundo transaccional deThe Girlfriend Experience",Drama
684,The Rook,The Rook: Capítulo 1,Temporada 1,1,SAM16,"Después de despertar rodeada de cadáveres y sin ningún recuerdo, Myfanwy Thomas se sumerge en el mundo del Checquy, un servicio secreto paranormal, donde es una operativa de alto rango conocida como ""Torre"", y donde no puede confiar en nadie.","Drama, Fantasía"
685,The Rook,The Rook: Capítulo 2,Temporada 1,2,SAM16,"Mientras Myfanwy vuelve a la escena del crimen en búsqueda de su pasado, Monica descubre un oscuro secreto sobre una de las víctimas; su amante y colega de la agencia. Uno de los atacantes muertos de Myfanwy desaparece de la morgue.","Drama, Fantasía"
686,The Rook,The Rook: Capítulo 3,Temporada 1,3,SAM16,"Myfanwy descubre una alarmante pista de su pasado, Farrier busca un chivo expiatorio por los asesinatos junto al río, y Monica trabaja infiltrada para asistir a una subasta de CVE.","Drama, Fantasía"
687,The Rook,The Rook: Capítulo 4,Temporada 1,4,SAM16,"Mientras Myfanwy descubre una relación perversa con su psiquiatra, Monica y Gestalt recorren Londres buscando a un CVE desaparecido que escapó. Farrier se conecta con un prisionero misterioso con quien había hecho un trato.","Drama, Fantasía"
688,The Rook,The Rook: Capítulo 5,Temporada 1,5,SAM16,Myfanwy y Monica trabajan para extraer a un joven CVE mientras las sospechas de Gestalt lo llevan a una confrontación con Myfanwy. Farrier es suspendida y sale a buscar una poderosa venganza.,"Drama, Fantasía"
689,The Rook,The Rook: Capítulo 6,Temporada 1,6,SAM16,"Mientras Myfanwy regresa a la casa de su infancia, Farrier enfrenta consecuencias en el Checquy y Monica lidia con el descubrimiento de saber que Marcus la traicionó.","Drama, Fantasía"
690,The Rook,The Rook: Prólogo,Temporada 1,7,SAM16,"Después de una aterradora profecía, la desesperación de Myfawny la lleva a confiar en un poderoso enemigo. Pero cuando su plan sale mal, se ve obligada a correr por su vida mientras pierde su memoria.","Drama, Fantasía"
691,The Rook,The Rook: Capítulo 8,Temporada 1,8,SAM16,"Myfanwy y Farrier rápidamente descubren lo peligrosa que es la vida fuera del Checquy, mientras Grantchester se queda sin opciones. Myfanwy escoge entre su libertad y la vida de Farrier.","Drama, Fantasía"
692,Los Miserables,Los Miserables: Episodio 1,Temporada 1,1,SAM13,"En la Francia devastada por la guerra, Jean Valjean es liberado de prisión después de cumplir 19 años por un delito menor. El ambicioso guardia de la prisión Javert está convencido de que volverá a ofender. La vida como ex convicto es brutal, y su pasado continúa obsesionándolo. Mientras tanto, en París, la alegre y joven costurera Fantine se encuentra con el amor de su vida.",Drama
693,Los Miserables,Los Miserables: Episodio 2,Temporada 1,2,SAM13,"Un encuentro con el sabio obispo de Digne obliga a Jean Valjean a considerar su propia moralidad. Fantine deja París con su pequeña hija Cosette. Para encontrar trabajo, debe tomar una decisión desgarradora en su camino y deja a Cosette con la familia Thénardier. Jean Valjean forja una nueva identidad como fabricante y alcalde, pero Javert está decidido a atraparlo.",Drama
694,Los Miserables,Los Miserables: Episodio 3,Temporada 1,3,SAM13,"Los Thénardiers exigen más dinero para Cosette. Fantine se ve obligado a tomar medidas desesperadas para llegar a fin de mes. Manipulado por Javert, Jean Valjean está listo para entregarse a la ley, pero le hace una promesa a Fantine que lo cambia todo.",Drama
695,Los Miserables,Los Miserables: Episodio 4,Temporada 1,4,SAM13,"Valjean no ha olvidado su promesa a Fantine. Después de escapar de la prisión, encuentra a Cosette golpeada y maltratada en la posada de Thénardiers. Valjean les paga dinero por Cosette y escapan hacia París, pero el obsesivo Javert sigue de cerca. Se esconden en un convento.",Drama
696,Los Miserables,Los Miserables: Episodio 5,Temporada 1,5,SAM13,"La adolescente Cosette comienza a cuestionar su vida encerrada. Ella y Valjean abandonan el convento y comienzan una nueva vida en París, pero Valjean se preocupa cuando Cosette conoce al estudiante idealista Marius. Javert se acerca a atrapar a su némesis, y los Thénardiers se ven obligados a comenzar una nueva vida.",Drama
697,Los Miserables,Los Miserables: Episodio 6,Temporada 1,6,SAM13,"El complot de Thénardier contra Jean Valjean se enfrenta a Javert. París está al borde de la revuelta, pero a Javert solo se le ocurre encontrar al evasivo Valjean. Marius deja la revolución a un lado cuando él y Cosette se enamoran más profundamente. A medida que la población se levanta y comienza la lucha, Valjean ansioso hace un plan para llevar a Cosette a un lugar seguro.",Drama
698,Los Miserables,Los Miserables: Episodio 7,Temporada 1,7,SAM13,"Los revolucionarios luchan. Javert está convencido de que encontrará a Valjean en la refriega. Marius teme haber perdido a Cosette, por lo que se une a la batalla. En conflicto por el amor de Marius por Cosette, Jean Valjean lo busca en la barricada.",Drama
699,Los Miserables,Los Miserables: Episodio 8,Temporada 1,8,SAM13,"Javert está en crisis cuando finalmente se enfrenta a Valjean. Marius se reencuentra milagrosamente con su amor Cosette, y se pregunta quién podría haberle salvado la vida. Por amor a su hija adoptiva, Valjean toma una decisión desgarradora.",Drama
700,Now Apocalypse,Now Apocalypse: Este es el comienzo del fin,Temporada 1,1,SAM16,"Ulysses Zane tiene problemas con sus citas hasta que llega una que no es de este mundo. Su mejor amiga, Carly, se esfuerza para convertirse en actriz y trabaja desnudándose en Internet.","Comedia, Ciencia ficción"
701,Now Apocalypse,Now Apocalypse: ¿Dónde está mi mente?,Temporada 1,2,SAM16,Ulysses investiga información sobre conspiraciones de extraterrestres reptiles y es ignorado por Gabriel. Ford tiene una gran oportunidad como guionista. Carly va a una clase de actuación. Severine y Ford exploran la no-monogamia.,"Comedia, Ciencia ficción"
702,Now Apocalypse,Now Apocalypse: Las reglas de la atracción,Temporada 1,3,SAM16,"Severine se reencuentra con su ex pareja Mustafá, que está en la ciudad de visita. El famoso director Otto West convence a Ford de una sesión de fotos subida de todo. Uly se siente perseguido por Gabriel. Carly asiste a una lección privada de su profesora de actuación, Frank.","Comedia, Ciencia ficción"
703,Now Apocalypse,Now Apocalypse: Espiral descendente,Temporada 1,4,SAM16,"Ford está atormentado por su relación con Severine y arrastra a Ulysses a un grupo para hombres, donde descubre cómo conectarse más con sus sentimientos. Carly entrevista a nuevas compañeras de apartamento. Ulysses tiene un encuentro perturbador con una mujer indigente en su trabajo como guardia de seguridad en un depósito de partes de autos.","Comedia, Ciencia ficción"
704,Now Apocalypse,Now Apocalypse: Extraños en el paraíso,Temporada 1,5,SAM16,"Ford es invitado a una lujosa fiesta en Palm Springs y convence a Severine, Ulysses y Carly de ir. Ulysses tiene un encuentro con un reconocido experto en extraterrestres, Mitchell Kent, en una firma de libros. Carly conoce al artista Leif y se ve tentada a engañar a su novio, Jethro.","Comedia, Ciencia ficción"
